2024-08-29 23:28:46.834 | INFO     | __main__:<module>:13 - 日志创建成功,程序开始
2024-08-30 09:48:56.557 | INFO     | __main__:<module>:22 - 摄像头测试正常
2024-08-30 09:48:56.557 | INFO     | __main__:<module>:26 - yolov5s模型加载成功
2024-08-30 09:48:56.557 | INFO     | __main__:<module>:28 - openpose模型加载成功
2024-08-30 09:48:56.558 | INFO     | __main__:<module>:30 - 进行人工对位5秒钟时间
2024-08-30 09:49:33.324 | INFO     | __main__:<module>:13 - 日志创建成功,程序开始
2024-08-30 09:49:36.066 | INFO     | __main__:<module>:22 - 摄像头测试正常
2024-08-30 09:49:36.066 | INFO     | __main__:<module>:26 - yolov5s模型加载成功
2024-08-30 09:49:36.066 | INFO     | __main__:<module>:28 - openpose模型加载成功
2024-08-30 09:49:36.066 | INFO     | __main__:<module>:30 - 进行人工对位5秒钟时间
2024-08-30 09:49:41.106 | INFO     | __main__:<module>:40 - 开始进行初始化动作骨骼识别
2024-08-30 09:50:37.195 | INFO     | __main__:<module>:13 - 日志创建成功,程序开始
2024-08-30 09:50:39.848 | INFO     | __main__:<module>:22 - 摄像头测试正常
2024-08-30 09:50:39.848 | INFO     | __main__:<module>:26 - yolov5s模型加载成功
2024-08-30 09:50:39.848 | INFO     | __main__:<module>:28 - openpose模型加载成功
2024-08-30 09:50:39.848 | INFO     | __main__:<module>:30 - 进行人工对位5秒钟时间
2024-08-30 09:50:46.876 | INFO     | __main__:<module>:40 - 开始进行初始化动作骨骼识别
2024-08-30 09:51:36.522 | INFO     | __main__:<module>:13 - 日志创建成功,程序开始
2024-08-30 09:51:39.295 | INFO     | __main__:<module>:25 - 摄像头测试正常
2024-08-30 09:51:39.305 | INFO     | __main__:<module>:29 - yolov5s模型加载成功
2024-08-30 09:51:39.305 | INFO     | __main__:<module>:31 - openpose模型加载成功
2024-08-30 09:51:39.305 | INFO     | __main__:<module>:33 - 进行人工对位7秒钟时间
2024-08-30 09:51:59.431 | INFO     | __main__:<module>:13 - 日志创建成功,程序开始
2024-08-30 09:52:13.379 | INFO     | __main__:<module>:13 - 日志创建成功,程序开始
2024-08-30 09:52:16.308 | INFO     | __main__:<module>:26 - 摄像头测试正常
2024-08-30 09:52:16.308 | INFO     | __main__:<module>:30 - yolov5s模型加载成功
2024-08-30 09:52:16.308 | INFO     | __main__:<module>:32 - openpose模型加载成功
2024-08-30 09:52:16.318 | INFO     | __main__:<module>:34 - 进行人工对位7秒钟时间
2024-08-30 09:52:23.349 | INFO     | __main__:<module>:44 - 开始进行初始化动作骨骼识别
2024-08-30 09:55:41.850 | INFO     | __main__:<module>:13 - 日志创建成功,程序开始
2024-08-30 09:55:44.614 | INFO     | __main__:<module>:26 - 摄像头测试正常
2024-08-30 09:55:44.614 | INFO     | __main__:<module>:28 - 进行人工对位7秒钟时间
2024-08-30 09:55:51.671 | INFO     | __main__:<module>:44 - 正在载入模型
2024-08-30 09:55:58.538 | INFO     | __main__:<module>:46 - yolov5s模型加载成功
2024-08-30 09:55:59.217 | INFO     | __main__:<module>:48 - openpose模型加载成功
2024-08-30 09:55:59.217 | INFO     | __main__:<module>:50 - 开始进行初始化动作骨骼识别
2024-08-30 09:56:31.324 | INFO     | __main__:<module>:13 - 日志创建成功,程序开始
2024-08-30 09:56:34.155 | INFO     | __main__:<module>:26 - 摄像头测试正常
2024-08-30 09:56:34.155 | INFO     | __main__:<module>:28 - 进行人工对位7秒钟时间
2024-08-30 09:56:41.216 | INFO     | __main__:<module>:44 - 正在载入模型
2024-08-30 09:56:45.638 | INFO     | __main__:<module>:46 - yolov5s模型加载成功
2024-08-30 09:56:46.179 | INFO     | __main__:<module>:48 - openpose模型加载成功
2024-08-30 09:56:46.179 | INFO     | __main__:<module>:50 - 开始进行初始化动作骨骼识别
2024-08-30 10:00:06.627 | INFO     | __main__:<module>:13 - 日志创建成功,程序开始
2024-08-30 10:00:09.058 | INFO     | __main__:<module>:26 - 摄像头测试正常
2024-08-30 10:00:09.058 | INFO     | __main__:<module>:28 - 进行人工对位7秒钟时间
2024-08-30 10:00:16.119 | INFO     | __main__:<module>:44 - 正在载入模型
2024-08-30 10:00:19.874 | INFO     | __main__:<module>:46 - yolov5s模型加载成功
2024-08-30 10:00:20.372 | INFO     | __main__:<module>:48 - openpose模型加载成功
2024-08-30 10:00:20.387 | INFO     | __main__:<module>:50 - 开始进行初始化动作骨骼识别
2024-08-30 10:00:36.401 | INFO     | __main__:<module>:13 - 日志创建成功,程序开始
2024-08-30 10:00:39.192 | INFO     | __main__:<module>:26 - 摄像头测试正常
2024-08-30 10:00:39.192 | INFO     | __main__:<module>:28 - 进行人工对位7秒钟时间
2024-08-30 10:00:46.255 | INFO     | __main__:<module>:44 - 正在载入模型
2024-08-30 10:00:52.064 | INFO     | __main__:<module>:46 - yolov5s模型加载成功
2024-08-30 10:00:52.567 | INFO     | __main__:<module>:48 - openpose模型加载成功
2024-08-30 10:00:52.567 | INFO     | __main__:<module>:50 - 开始进行初始化动作骨骼识别
2024-08-30 10:01:08.625 | INFO     | __main__:<module>:13 - 日志创建成功,程序开始
2024-08-30 10:01:11.336 | INFO     | __main__:<module>:26 - 摄像头测试正常
2024-08-30 10:01:11.336 | INFO     | __main__:<module>:28 - 进行人工对位7秒钟时间
2024-08-30 10:01:18.418 | INFO     | __main__:<module>:44 - 正在载入模型
2024-08-30 10:01:24.279 | INFO     | __main__:<module>:46 - yolov5s模型加载成功
2024-08-30 10:01:24.753 | INFO     | __main__:<module>:48 - openpose模型加载成功
2024-08-30 10:01:24.753 | INFO     | __main__:<module>:50 - 开始进行初始化动作骨骼识别
2024-08-30 10:03:27.684 | INFO     | __main__:<module>:13 - 日志创建成功,程序开始
2024-08-30 10:03:30.381 | INFO     | __main__:<module>:26 - 摄像头测试正常
2024-08-30 10:03:30.381 | INFO     | __main__:<module>:28 - 进行人工对位7秒钟时间
2024-08-30 10:03:37.456 | INFO     | __main__:<module>:45 - 正在载入模型
2024-08-30 10:03:42.198 | INFO     | __main__:<module>:47 - yolov5s模型加载成功
2024-08-30 10:03:42.782 | INFO     | __main__:<module>:49 - openpose模型加载成功
2024-08-30 10:03:42.782 | INFO     | __main__:<module>:51 - 开始进行初始化动作骨骼识别
2024-08-30 10:04:56.662 | INFO     | __main__:<module>:13 - 日志创建成功,程序开始
2024-08-30 10:04:59.377 | INFO     | __main__:<module>:26 - 摄像头测试正常
2024-08-30 10:04:59.377 | INFO     | __main__:<module>:28 - 进行人工对位7秒钟时间
2024-08-30 10:05:06.448 | INFO     | __main__:<module>:45 - 正在载入模型
2024-08-30 10:05:12.113 | INFO     | __main__:<module>:47 - yolov5s模型加载成功
2024-08-30 10:05:12.520 | INFO     | __main__:<module>:49 - openpose模型加载成功
2024-08-30 10:05:12.521 | INFO     | __main__:<module>:51 - 开始进行初始化动作骨骼识别
2024-08-30 10:15:40.457 | INFO     | __main__:<module>:11 - 日志创建成功,程序开始
2024-08-30 10:38:20.114 | INFO     | __main__:<module>:10 - 日志创建成功,程序开始
2024-08-30 10:38:23.281 | INFO     | __main__:<module>:23 - 摄像头测试正常
2024-08-30 10:38:23.281 | INFO     | __main__:<module>:25 - 进行人工对位7秒钟时间
2024-08-30 10:38:30.342 | INFO     | __main__:<module>:42 - 正在载入模型
2024-08-30 10:38:36.463 | INFO     | __main__:<module>:44 - yolov5s模型加载成功
2024-08-30 10:38:37.067 | INFO     | __main__:<module>:46 - openpose模型加载成功
2024-08-30 10:38:37.067 | INFO     | __main__:<module>:48 - 开始进行初始化动作骨骼识别
2024-08-30 10:39:31.434 | INFO     | __main__:<module>:10 - 日志创建成功,程序开始
2024-08-30 10:39:34.483 | INFO     | __main__:<module>:23 - 摄像头测试正常
2024-08-30 10:39:34.483 | INFO     | __main__:<module>:25 - 进行人工对位7秒钟时间
2024-08-30 10:39:41.564 | INFO     | __main__:<module>:42 - 正在载入模型
2024-08-30 10:39:46.535 | INFO     | __main__:<module>:44 - yolov5s模型加载成功
2024-08-30 10:39:47.123 | INFO     | __main__:<module>:46 - openpose模型加载成功
2024-08-30 10:39:47.123 | INFO     | __main__:<module>:48 - 开始进行初始化动作骨骼识别
2024-08-30 10:40:35.904 | INFO     | __main__:<module>:10 - 日志创建成功,程序开始
2024-08-30 10:40:38.804 | INFO     | __main__:<module>:23 - 摄像头测试正常
2024-08-30 10:40:38.804 | INFO     | __main__:<module>:25 - 进行人工对位7秒钟时间
2024-08-30 10:40:45.874 | INFO     | __main__:<module>:42 - 正在载入模型
2024-08-30 10:40:50.933 | INFO     | __main__:<module>:44 - yolov5s模型加载成功
2024-08-30 10:40:51.463 | INFO     | __main__:<module>:46 - openpose模型加载成功
2024-08-30 10:40:51.463 | INFO     | __main__:<module>:48 - 开始进行初始化动作骨骼识别
2024-08-30 10:46:21.432 | INFO     | __main__:<module>:10 - 日志创建成功,程序开始
2024-08-30 10:46:24.121 | INFO     | __main__:<module>:25 - 摄像头测试正常
2024-08-30 10:46:24.121 | INFO     | __main__:<module>:27 - 进行人工对位7秒钟时间
2024-08-30 10:46:31.199 | INFO     | __main__:<module>:44 - 正在载入模型
2024-08-30 10:46:36.014 | INFO     | __main__:<module>:46 - yolov5s模型加载成功
2024-08-30 10:46:36.657 | INFO     | __main__:<module>:48 - openpose模型加载成功
2024-08-30 10:46:36.657 | INFO     | __main__:<module>:50 - 开始进行初始化动作骨骼识别
2024-08-30 10:47:28.957 | INFO     | __main__:<module>:10 - 日志创建成功,程序开始
2024-08-30 10:47:31.727 | INFO     | __main__:<module>:25 - 摄像头测试正常
2024-08-30 10:47:31.727 | INFO     | __main__:<module>:27 - 进行人工对位7秒钟时间
2024-08-30 10:47:38.786 | INFO     | __main__:<module>:44 - 正在载入模型
2024-08-30 10:47:45.072 | INFO     | __main__:<module>:46 - yolov5s模型加载成功
2024-08-30 10:47:45.771 | INFO     | __main__:<module>:48 - openpose模型加载成功
2024-08-30 10:47:45.771 | INFO     | __main__:<module>:50 - 开始进行初始化动作骨骼识别
2024-08-30 10:48:33.095 | INFO     | __main__:<module>:10 - 日志创建成功,程序开始
2024-08-30 10:48:36.192 | INFO     | __main__:<module>:25 - 摄像头测试正常
2024-08-30 10:48:36.192 | INFO     | __main__:<module>:27 - 进行人工对位7秒钟时间
2024-08-30 10:48:43.270 | INFO     | __main__:<module>:44 - 正在载入模型
2024-08-30 10:48:47.847 | INFO     | __main__:<module>:46 - yolov5s模型加载成功
2024-08-30 10:48:48.504 | INFO     | __main__:<module>:48 - openpose模型加载成功
2024-08-30 10:48:48.505 | INFO     | __main__:<module>:50 - 开始进行初始化动作骨骼识别
2024-08-30 10:49:47.677 | INFO     | __main__:<module>:10 - 日志创建成功,程序开始
2024-08-30 10:49:49.996 | INFO     | __main__:<module>:25 - 摄像头测试正常
2024-08-30 10:49:49.996 | INFO     | __main__:<module>:27 - 进行人工对位7秒钟时间
2024-08-30 10:49:57.067 | INFO     | __main__:<module>:44 - 正在载入模型
2024-08-30 10:50:02.218 | INFO     | __main__:<module>:46 - yolov5s模型加载成功
2024-08-30 10:50:02.811 | INFO     | __main__:<module>:48 - openpose模型加载成功
2024-08-30 10:50:02.811 | INFO     | __main__:<module>:50 - 开始进行初始化动作骨骼识别
2024-08-30 10:51:26.218 | INFO     | __main__:<module>:10 - 日志创建成功,程序开始
2024-08-30 10:51:29.150 | INFO     | __main__:<module>:25 - 摄像头测试正常
2024-08-30 10:51:29.150 | INFO     | __main__:<module>:27 - 进行人工对位7秒钟时间
2024-08-30 10:51:36.209 | INFO     | __main__:<module>:44 - 正在载入模型
2024-08-30 10:51:42.078 | INFO     | __main__:<module>:46 - yolov5s模型加载成功
2024-08-30 10:51:42.689 | INFO     | __main__:<module>:48 - openpose模型加载成功
2024-08-30 10:51:42.689 | INFO     | __main__:<module>:50 - 开始进行初始化动作骨骼识别
2024-08-30 12:12:25.242 | INFO     | __main__:<module>:11 - 日志创建成功,程序开始
2024-08-30 12:12:27.774 | INFO     | __main__:<module>:26 - 摄像头测试正常
2024-08-30 12:12:27.774 | INFO     | __main__:<module>:28 - 进行人工对位7秒钟时间
2024-08-30 12:12:34.825 | INFO     | __main__:<module>:45 - 正在载入模型
2024-08-30 12:12:41.363 | INFO     | __main__:<module>:47 - yolov5s模型加载成功
2024-08-30 12:12:41.719 | INFO     | __main__:<module>:49 - openpose模型加载成功
2024-08-30 12:12:41.719 | INFO     | __main__:<module>:51 - 开始进行初始化动作骨骼识别
2024-08-30 12:13:31.050 | INFO     | __main__:<module>:11 - 日志创建成功,程序开始
2024-08-30 12:13:33.588 | INFO     | __main__:<module>:26 - 摄像头测试正常
2024-08-30 12:13:33.588 | INFO     | __main__:<module>:28 - 进行人工对位7秒钟时间
2024-08-30 12:13:40.648 | INFO     | __main__:<module>:45 - 正在载入模型
2024-08-30 12:13:46.394 | INFO     | __main__:<module>:47 - yolov5s模型加载成功
2024-08-30 12:13:46.702 | INFO     | __main__:<module>:49 - openpose模型加载成功
2024-08-30 12:13:46.702 | INFO     | __main__:<module>:51 - 开始进行初始化动作骨骼识别
2024-08-30 12:14:12.594 | INFO     | __main__:<module>:11 - 日志创建成功,程序开始
2024-08-30 12:14:15.206 | INFO     | __main__:<module>:26 - 摄像头测试正常
2024-08-30 12:14:15.206 | INFO     | __main__:<module>:28 - 进行人工对位7秒钟时间
2024-08-30 12:14:22.279 | INFO     | __main__:<module>:45 - 正在载入模型
2024-08-30 12:14:28.228 | INFO     | __main__:<module>:47 - yolov5s模型加载成功
2024-08-30 12:14:28.540 | INFO     | __main__:<module>:49 - openpose模型加载成功
2024-08-30 12:14:28.541 | INFO     | __main__:<module>:51 - 开始进行初始化动作骨骼识别
2024-08-30 12:15:04.562 | INFO     | __main__:<module>:11 - 日志创建成功,程序开始
2024-08-30 12:15:07.227 | INFO     | __main__:<module>:26 - 摄像头测试正常
2024-08-30 12:15:07.227 | INFO     | __main__:<module>:28 - 进行人工对位7秒钟时间
2024-08-30 12:15:14.288 | INFO     | __main__:<module>:45 - 正在载入模型
2024-08-30 12:15:18.410 | INFO     | __main__:<module>:47 - yolov5s模型加载成功
2024-08-30 12:15:18.708 | INFO     | __main__:<module>:49 - openpose模型加载成功
2024-08-30 12:15:18.708 | INFO     | __main__:<module>:51 - 开始进行初始化动作骨骼识别
2024-08-30 12:22:32.438 | INFO     | __main__:<module>:11 - 日志创建成功,程序开始
2024-08-30 12:22:35.656 | INFO     | __main__:<module>:26 - 摄像头测试正常
2024-08-30 12:22:35.656 | INFO     | __main__:<module>:28 - 进行人工对位7秒钟时间
2024-08-30 12:22:42.751 | INFO     | __main__:<module>:47 - 正在载入模型
2024-08-30 12:22:46.901 | INFO     | __main__:<module>:49 - yolov5s模型加载成功
2024-08-30 12:22:47.225 | INFO     | __main__:<module>:51 - openpose模型加载成功
2024-08-30 12:22:47.225 | INFO     | __main__:<module>:53 - 开始进行初始化动作骨骼识别
2024-08-31 15:28:27.406 | INFO     | __main__:<module>:11 - 日志创建成功,程序开始
2024-08-31 15:28:29.895 | INFO     | __main__:<module>:26 - 摄像头测试正常
2024-08-31 15:28:29.896 | INFO     | __main__:<module>:28 - 进行人工对位7秒钟时间
2024-08-31 15:28:36.988 | INFO     | __main__:<module>:47 - 正在载入模型
2024-08-31 15:28:44.003 | INFO     | __main__:<module>:49 - yolov5s模型加载成功
2024-08-31 15:28:44.381 | INFO     | __main__:<module>:51 - openpose模型加载成功
2024-08-31 15:28:44.382 | INFO     | __main__:<module>:53 - 开始进行初始化动作骨骼识别
2024-08-31 15:29:01.084 | INFO     | __main__:<module>:74 - 初始化完成,即将录制待补捉视频
